Symbol,Company_Name,Asset_Name,Highest_Phase,Market_Status,Active_Trial_Count,Next_Catalyst_Date,Mechanism_of_Action,Therapeutic_Area,Detailed_Conditions,Trial_NCTIds
CSWYY,China Shineway Pharmaceutical Group Limited,zolbetuximab,PHASE2,Investigational,1,2029-08-01,CLDN18.2 antibody,Gastroenterology,Gastric Cancer; HER2 + Gastric Cancer; CLDN18.2-positive Adenocarcinoma of the Gastroesophageal Junction; PD-L1 Positive,NCT06881017
CTNM,"Contineum Therapeutics, Inc.",PIPE-791 Dose A,PHASE2,Investigational,1,2028-05-31,Unknown,Respiratory,Idiopathic Pulmonary Fibrosis,NCT07284459
CTNM,"Contineum Therapeutics, Inc.",PIPE-791 Dose B,PHASE2,Investigational,1,2028-05-31,Unknown,Respiratory,Idiopathic Pulmonary Fibrosis,NCT07284459
CYTK,"Cytokinetics, Incorporated",CK-4021586,PHASE2,Investigational,1,2026-09-30,Unknown,Cardiovascular,Symptomatic Heart Failure With Preserved Ejection Fraction (HFpEF),NCT06793371
CYTK,"Cytokinetics, Incorporated",and,PHASE2,Investigational,1,2026-09-30,Unknown,Cardiovascular,Symptomatic Heart Failure With Preserved Ejection Fraction (HFpEF),NCT06793371
CYYNF,Cynata Therapeutics Limited,CYP-001: Cymerus induced pluripotent stem cell (iPSC)-derived mesenchymal stem cells (MSCs),PHASE2,Investigational,1,2026-03-31,Mesenchymal stem cell therapy,Immunology,Graft Versus Host Disease; Acute,NCT05643638
CYYNF,Cynata Therapeutics Limited,Corticosteroids,PHASE2,Investigational,1,2026-03-31,Corticosteroid,Immunology,Graft Versus Host Disease; Acute,NCT05643638
DFTX,"Definium Therapeutics, Inc.",4-methylenedioxymethamphetamine (MDMA)),PHASE2,Investigational,1,2027-08-31,Serotonin/norepinephrine/dopamine releasing agent,"Neurology/CNS, Neurology/CNS",Autism Spectrum Disorder; ASD,NCT07303907
DFTX,"Definium Therapeutics, Inc.",MM402 (R-enantiomer of-3,PHASE2,Investigational,1,2027-08-31,Unknown,"Neurology/CNS, Neurology/CNS",Autism Spectrum Disorder; ASD,NCT07303907
DNLI,Denali Therapeutics Inc.,DNL126,PHASE2,Investigational,1,2028-08-31,Enzyme replacement therapy (likely iduronate 2-sulfatase replacement),"Rare Disease, Metabolic/Endocrinology",Mucopolysaccharidosis Type IIIA,NCT06181136
DNLI,Denali Therapeutics Inc.,DNL593,PHASE2,Investigational,1,2026-12-31,Unknown,Neurology/CNS,Frontotemporal Dementia,NCT05262023
DSGN,"Design Therapeutics, Inc.",DT-168,PHASE2,Investigational,1,2026-09-30,Unknown,Ophthalmology,Fuchs Endothelial Corneal Dystrophy; Fuchs,NCT07024693
DYMDF,Diamyd Medical AB (publ),Diamyd,PHASE2,Investigational,1,2028-03-31,Immunomodulator (likely targeting T-cells),"Immunology, Metabolic/Endocrinology",Diabetes Mellitus; Type 1; Autoimmune Diseases; Prevention,NCT05683990
DYN,"Dyne Therapeutics, Inc.",DYNE-101,PHASE2,Investigational,1,2029-07-31,Antisense oligonucleotide,"Neurology/CNS, Musculoskeletal",Myotonic Dystrophy Type 1 (DM1),NCT05481879
DYN,"Dyne Therapeutics, Inc.",DYNE-251,PHASE2,Investigational,1,2029-11-30,Antisense oligonucleotide,"Musculoskeletal, Rare Disease",Duchenne Muscular Dystrophy (DMD),NCT05524883
ELDN,"Eledon Pharmaceuticals, Inc.",AT-1501,PHASE2,Investigational,1,2027-01-31,Monoclonal antibody (likely targeting IL-2 receptor or co-stimulatory molecules),"Immunology, Urology/Nephrology",Prevention of Rejection in Kidney Transplant,NCT05027906
ELDN,"Eledon Pharmaceuticals, Inc.",Islet transplantation with Tegoprubart (AT-1501) immunosupression-based therapy,PHASE2,Investigational,1,2029-03-31,Immunosuppression (likely targeting IL-2 receptor or co-stimulatory molecules),"Immunology, Metabolic/Endocrinology",Type 1 Diabetes Mellitus,NCT06305286
EPRX,Eupraxia Pharmaceuticals Inc.,EP-104GI,PHASE2,Investigational,1,2026-12-31,Unknown,"Gastroenterology, Immunology",Eosinophilic Esophagitis,NCT05608681
EWTX,"Edgewise Therapeutics, Inc.",Sevasemten,PHASE2,Investigational,1,2026-09-30,Gene therapy,"Musculoskeletal, Rare Disease",Becker Muscular Dystrophy,NCT05291091
EWTX,"Edgewise Therapeutics, Inc.",Sevasemten Dose-4,PHASE2,Investigational,1,2027-01-31,Gene therapy,"Musculoskeletal, Rare Disease",Duchenne Muscular Dystrophy,NCT05540860
EWTX,"Edgewise Therapeutics, Inc.",Sevasemten Dose-5,PHASE2,Investigational,1,2027-01-31,Gene therapy,"Musculoskeletal, Rare Disease",Duchenne Muscular Dystrophy,NCT05540860
FDMT,"4D Molecular Therapeutics, Inc.",4D-125 IVT,PHASE2,Investigational,1,2026-06-30,Gene therapy (likely AAV-mediated),"Ophthalmology, Rare Disease",X-Linked Retinitis Pigmentosa,NCT04517149
FDMT,"4D Molecular Therapeutics, Inc.",4D-710,PHASE2,Investigational,1,2026-12-31,Gene therapy (likely AAV-mediated),"Respiratory, Rare Disease",Cystic Fibrosis Lung,NCT05248230
FPHAF,Faron Pharmaceuticals Oy,Azacitidine,PHASE2,Investigational,1,2026-04-30,DNA methyltransferase inhibitor,Hematology,Acute Myeloid Leukemia; Chronic Myelomonocytic Leukemia; Myelodysplastic Syndromes; Relapsed/Refractory AML,NCT05428969
FPHAF,Faron Pharmaceuticals Oy,Bexmarilimab,PHASE2,Investigational,1,2026-04-30,Unknown,Hematology,Acute Myeloid Leukemia; Chronic Myelomonocytic Leukemia; Myelodysplastic Syndromes; Relapsed/Refractory AML,NCT05428969
FPHAF,Faron Pharmaceuticals Oy,Doxorubicin,PHASE2,Investigational,1,2028-07-31,Antineoplastic antibiotic,Hematology,Sarcoma of Soft Tissue,NCT07460986
FPHAF,Faron Pharmaceuticals Oy,Venetoclax,PHASE2,Investigational,1,2026-04-30,BCL-2 inhibitor,Hematology,Acute Myeloid Leukemia; Chronic Myelomonocytic Leukemia; Myelodysplastic Syndromes; Relapsed/Refractory AML,NCT05428969
FPHAF,Faron Pharmaceuticals Oy,bexmarilimab,PHASE2,Investigational,1,2028-07-31,Unknown,"Hematology, Others",Sarcoma of Soft Tissue,NCT07460986
GALDY,Galderma Group AG,nemolizumab,PHASE2,Investigational,1,2026-09-30,IL-31 receptor antagonist,Dermatology,Chronic Pruritus of Unknown Origin,NCT07074977
GNIIF,GNI Group Ltd.,F573 for,PHASE2,Investigational,1,2026-09-01,Unknown,Gastroenterology,Acute Liver Failure; Acute-On-Chronic Liver Failure,NCT05689645
GNIIF,GNI Group Ltd.,Sterilizing water for,PHASE2,Investigational,1,2026-09-01,Unknown,Gastroenterology,Acute Liver Failure; Acute-On-Chronic Liver Failure,NCT05689645
GOSS,"Gossamer Bio, Inc.",GB002 (seralutinib),PHASE2,Investigational,1,2027-12-31,Unknown,"Cardiovascular, Respiratory",Pulmonary Arterial Hypertension,NCT04816604
GTBIF,Green Thumb Industries Inc.,MG1111 (BARICELA),PHASE2,Investigational,1,Passed,Unknown,Infectious Diseases,Varicella,NCT05422508
GTBIF,Green Thumb Industries Inc.,Suduvax,PHASE2,Investigational,1,Passed,Unknown,Infectious Diseases,Varicella,NCT05422508
GTBIF,Green Thumb Industries Inc.,VARIVAX,PHASE2,Marketed,1,Passed,Varicella-zoster virus vaccine,Infectious Diseases,Varicella,NCT05422508
HELP,Cybin Inc.,CYB004,PHASE2,Investigational,1,Passed,Unknown,Neurology/CNS,Generalized Anxiety Disorder,NCT06051721
HITI,High Tide Inc.,Sacituzumab govitecan,PHASE2,Investigational,1,Passed,Trop-2 antibody-drug conjugate,Urology/Nephrology,Urothelial Carcinoma,NCT05226117
HLBBF,H. Lundbeck A/S,Lu AF82422,PHASE2,Investigational,1,Passed,Unknown,Neurology/CNS,Multiple System Atrophy,NCT05104476
HLBBF,H. Lundbeck A/S,Lu AG09222,PHASE2,Investigational,1,Passed,Unknown,"Neurology/CNS, Pain",Migraine,NCT06323928
HLOSF,Healios K.K.,MultiStem,PHASE2,Investigational,1,Passed,Stem cell therapy,Others,Trauma; Adult Stem Cells,NCT04533464
HNSBF,Hansa Biopharma AB (publ),GNT0003,PHASE2,Investigational,1,2026-09-30,Unknown,"Rare Disease, Gastroenterology",Crigler-Najjar Syndrome,NCT06518005
HRTDF,Heartseed Inc.,HS-001 CS,PHASE2,Investigational,1,Passed,Unknown,Cardiovascular,Heart Failure; Ischemic Heart Disease,NCT04945018
IGC,"IGC Pharma, Inc.",IGC-AD1-Active,PHASE2,Investigational,1,2026-03-30,Unknown,"Neurology/CNS, Neurology/CNS","Alzheimer Disease; Agitation,Psychomotor; Care Giving Burden; NPS; Aggression",NCT05543681
ILPLF,Island Pharmaceuticals Limited,BXCL501 (dexmedetomidine HCl),PHASE2,Investigational,1,2026-09-29,Alpha-2 adrenergic receptor agonist,"Neurology/CNS, Others",Acute Stress Reaction; Acute Stress Disorder; Post-traumatic Stress Disorder,NCT06943404
ILPLF,Island Pharmaceuticals Limited,Copanlisib,PHASE2,Investigational,1,2027-01-31,PI3K inhibitor,"Urology/Nephrology, Others",Metastatic Castration-resistant Prostate Cancer,NCT04253262
ILPLF,Island Pharmaceuticals Limited,Gemtuzumab Ozogamicin (GO),PHASE2,Marketed,1,Passed,Antibody-drug conjugate (anti-CD33),"Hematology, Others",Acute Myeloid Leukemia,NCT03374332
ILPLF,Island Pharmaceuticals Limited,Ipilimumab,PHASE2,Investigational,1,Passed,CTLA-4 inhibitor,"Immunology, Others",Ovarian Cancer; Fallopian Tube Cancer; Primary Peritoneal Carcinoma; Extra Renal Origin; Clear Cell Adenocarcinoma,NCT03355976
ILPLF,Island Pharmaceuticals Limited,Ipilumumab,PHASE2,Marketed,1,Passed,CTLA-4 inhibitor,Others,Melanoma,NCT02656706
ILPLF,Island Pharmaceuticals Limited,Psilocybin,PHASE2,Investigational,1,2028-08-01,Serotonin receptor agonist,Neurology/CNS,Post Traumatic Stress Disorder PTSD; Intimate Partner Violence (IPV),NCT06885996
ILPLF,Island Pharmaceuticals Limited,Rucaparib,PHASE2,Marketed,1,2027-01-31,PARP inhibitor,"Urology/Nephrology, Others",Metastatic Castration-resistant Prostate Cancer,NCT04253262
ILPLF,Island Pharmaceuticals Limited,Treprostinil,PHASE2,Investigational,1,Passed,Prostacyclin analogue,"Cardiovascular, Others",Ischemia Reperfusion Injury; Delayed Graft Function,NCT04005469
IMMX,"Immix Biopharma, Inc.",NXC-201 CAR-T,PHASE2,Investigational,1,2026-12-31,CAR-T therapy,"Hematology, Rare Disease",Light Chain (AL) Amyloidosis,NCT06097832
IMVT,"Immunovant, Inc.",Batoclimab-680 milligrams (mg) subcutaneous (SC) weekly,PHASE2,Investigational,1,Passed,FcRn inhibitor,"Immunology, Neurology/CNS",Chronic Inflammatory Demyelinating Polyneuropathy,NCT05581199
INDV,"Indivior Pharmaceuticals, Inc.",INDV-6001,PHASE2,Investigational,1,Passed,Opioid receptor modulator,Neurology/CNS,Moderate to Severe Opioid Use Disorder,NCT06576843
INDV,"Indivior Pharmaceuticals, Inc.",Sublocade,PHASE2,Marketed,1,Passed,Opioid receptor modulator,Neurology/CNS,Moderate to Severe Opioid Use Disorder,NCT06576843
INDV,"Indivior Pharmaceuticals, Inc.",Suboxone,PHASE2,Marketed,1,Passed,Opioid receptor modulator (partial agonist/antagonist),Neurology/CNS,Moderate to Severe Opioid Use Disorder,NCT06576843
INSM,Insmed Incorporated,Brensocatib,PHASE2,Investigational,1,Passed,Leukotriene A4 hydrolase inhibitor,"Dermatology, Immunology",Hidradenitis Suppurativa,NCT06685835
INVA,"Innoviva, Inc.",Eravacycline,PHASE2,Marketed,1,2029-02-17,Tigecycline analogue (glycylcycline),Infectious Diseases,Complicated Intra-abdominal Infections (cIAI),NCT06794541
IRD,"Opus Genetics, Inc.",AAV8.hLCA5,PHASE2,Investigational,1,2028-06-15,Gene therapy (AAV vector),"Ophthalmology, Rare Disease",LCA5,NCT05616793
KRRO,"Korro Bio, Inc.",KRRO-110,PHASE2,Investigational,1,2026-12-31,Gene therapy,"Rare Disease, Respiratory",Alpha-1 Anti-trypsin Deficiency; AATD,NCT06677307
KRYS,"Krystal Biotech, Inc.",0.9% Normal Saline (NS),PHASE2,Marketed,1,Passed,Intravenous fluid/Electrolyte solution,"Dermatology, Others",Wrinkles in Decolletage; Pigmentation; Décolleté Wrinkles,NCT06724900
KRYS,"Krystal Biotech, Inc.",Chemotherapy,PHASE2,Marketed,1,2027-02-28,Chemotherapy,Others,Lung Cancer; Non-small Cell; Lung Cancer Metastatic; Solid Tumor; Adult; Advanced Cancer; Lung Cancer (NSCLC),NCT06228326
KRYS,"Krystal Biotech, Inc.",Docetaxel,PHASE2,Marketed,1,2027-02-28,Taxane chemotherapy,Others,Lung Cancer; Non-small Cell; Lung Cancer Metastatic; Solid Tumor; Adult; Advanced Cancer; Lung Cancer (NSCLC),NCT06228326
KRYS,"Krystal Biotech, Inc.",KB304,PHASE2,Investigational,1,Passed,Unknown,"Dermatology, Others",Wrinkles in Decolletage; Pigmentation; Décolleté Wrinkles,NCT06724900
KRYS,"Krystal Biotech, Inc.",KB801,PHASE2,Investigational,1,2026-12-31,Unknown,"Ophthalmology, Neurology/CNS",Neurotrophic Keratitis,NCT06999733
KRYS,"Krystal Biotech, Inc.",KEYTRUDA ®( Pembrolizumab),PHASE2,Marketed,1,2027-07-31,PD-1 antibody,"Immunology, Others",Cancer; Melanoma Stage III; Melanoma Stage IV; Cutaneous Melanoma,NCT05970497
KRYS,"Krystal Biotech, Inc.",Opdualag,PHASE2,Marketed,1,2027-07-31,"PD-1 antibody, LAG-3 antibody","Immunology, Others",Cancer; Melanoma Stage III; Melanoma Stage IV; Cutaneous Melanoma,NCT05970497
KRYS,"Krystal Biotech, Inc.",Pembrolizumab (KEYTRUDA®),PHASE2,Marketed,1,2027-02-28,PD-1 antibody,"Others, Respiratory",Lung Cancer; Non-small Cell; Lung Cancer Metastatic; Solid Tumor; Adult; Advanced Cancer; Lung Cancer (NSCLC),NCT06228326
KYNB,"Kyntra Bio, Inc.",Enzalutamide,PHASE2,Marketed,1,2027-07-31,Androgen receptor antagonist,"Others, Urology/Nephrology",Metastatic Castration-resistant Prostate Cancer; Prostate Cancer,NCT05011188
KYNB,"Kyntra Bio, Inc.",FG-3246,PHASE2,Investigational,1,2028-03-31,Unknown,"Others, Urology/Nephrology",Metastatic Castration-Resistant Prostate Cancer,NCT06842498
KYNB,"Kyntra Bio, Inc.",FOR46,PHASE2,Investigational,1,2027-07-31,Unknown,"Others, Urology/Nephrology",Metastatic Castration-resistant Prostate Cancer; Prostate Cancer,NCT05011188
KYNB,"Kyntra Bio, Inc.",Pegfilgrastim,PHASE2,Marketed,1,2027-07-31,G-CSF,"Others, Hematology",Metastatic Castration-resistant Prostate Cancer; Prostate Cancer,NCT05011188
KYTX,"Kyverna Therapeutics, Inc.",Anti-CD20 mAB,PHASE2,Investigational,1,2027-04-30,Anti-CD20 antibody,"Immunology, Neurology/CNS",Multiple Sclerosis; Primary Progressive; Secondary Progressive; MS,NCT06384976
KYTX,"Kyverna Therapeutics, Inc.",KYV101,PHASE2,Investigational,1,2027-06-30,Unknown,"Immunology, Musculoskeletal",Rheumatoid Arthritis,NCT06475495
KYTX,"Kyverna Therapeutics, Inc.",Rituximab (active comparator),PHASE2,Marketed,1,2027-06-30,Anti-CD20 antibody,"Immunology, Musculoskeletal",Rheumatoid Arthritis,NCT06475495
KYTX,"Kyverna Therapeutics, Inc.",an autologous fully-human anti-CD19 CAR T-cell immunotherapy,PHASE2,Investigational,1,2027-01-31,CAR T-cell therapy,"Immunology, Hematology",ANCA-IgG-positive ANCA Associated Vasculitis,NCT06590545
LJUIF,SSY Group Limited,Liposomal Irinotecan + Bevacizumab,PHASE2,Investigational,1,2028-06-30,"Topoisomerase I inhibitor, Angiogenesis inhibitor","Others, Gastroenterology",Malignant Ascites,NCT07397819
LJUIF,SSY Group Limited,Liposomal Irinotecan + rmhTNF-NC,PHASE2,Investigational,1,2028-06-30,"Topoisomerase I inhibitor, TNF inhibitor","Others, Gastroenterology",Malignant Ascites,NCT07397819
LJUIF,SSY Group Limited,Mitoxantrone hydrochloride liposome Injection-based bridging therapy+ Fludarabine-based chemotherapy +CD19 CAR-T Cells,PHASE2,Investigational,1,Passed,"Chemotherapy, CAR T-cell therapy","Hematology, Others",B-cell Acute Lymphoblastic Leukemia; B-cell Lymphoma Refractory,NCT06220097
LJUIF,SSY Group Limited,Venetoclax Combining Chidamide and Azacitidine (VCA) regimen followed by dicitabine combined with liposome mitoxantrone,PHASE2,Investigational,1,2026-12-31,Chemotherapy,"Hematology, Others",Leukemia; Myeloid; Acute; AML Stage; Adult,NCT05603884
LJUIF,SSY Group Limited,and G-CSF (D-MAG) regimen,PHASE2,Investigational,1,2026-12-31,"Chemotherapy, G-CSF","Hematology, Others",Leukemia; Myeloid; Acute; AML Stage; Adult,NCT05603884
LJUIF,SSY Group Limited,cytarabine,PHASE2,Marketed,1,2026-12-31,Chemotherapy,"Hematology, Others",Leukemia; Myeloid; Acute; AML Stage; Adult,NCT05603884
LJUIF,SSY Group Limited,liposomal irinotecan monotherapy,PHASE2,Investigational,1,2028-06-30,Topoisomerase I inhibitor,"Others, Gastroenterology",Malignant Ascites,NCT07397819
LXRX,"Lexicon Pharmaceuticals, Inc.",Volagidemab,PHASE2,Investigational,1,2028-01-31,Unknown,Metabolic/Endocrinology,Type 1 Diabetes,NCT05696366
MAZE,"Maze Therapeutics, Inc.",MZE829,PHASE2,Investigational,1,2026-09-30,Unknown,Urology/Nephrology,Proteinuric Kidney Disease,NCT06830629
MBX,"MBX Biosciences, Inc.",200-1600 µg of MBX-2109 once-weekly by,PHASE2,Investigational,1,2027-05-27,Parathyroid hormone analog,Metabolic/Endocrinology,Hypoparathyroidism,NCT06531941
MBX,"MBX Biosciences, Inc.",400 µg of MBX-2109 once-weekly by,PHASE2,Investigational,1,2027-05-27,Parathyroid hormone analog,Metabolic/Endocrinology,Hypoparathyroidism,NCT06531941
MBX,"MBX Biosciences, Inc.",MBX-1416 (INN imapextide),PHASE2,Investigational,1,Passed,GLP-1 receptor agonist,Metabolic/Endocrinology,Postbariatric Hypoglycemia,NCT07029412
MIRM,"Mirum Pharmaceuticals, Inc.",MRM-3379,PHASE2,Investigational,1,2027-10-31,mGluR5 positive allosteric modulator,"Neurology/CNS, Rare Disease",Fragile X Syndrome,NCT07209462
MIRM,"Mirum Pharmaceuticals, Inc.",Middle Dose of MRM-3379,PHASE2,Investigational,1,2027-10-31,mGluR5 positive allosteric modulator,"Neurology/CNS, Rare Disease",Fragile X Syndrome,NCT07209462
MIST,Milestone Pharmaceuticals Inc.,Etripamil NS,PHASE2,Investigational,1,2027-06-01,Calcium channel blocker,Cardiovascular,Paroxysmal Supraventricular Tachycardia,NCT05763953
MNKD,MannKind Corporation,Basal insulin,PHASE2,Investigational,1,2026-11-30,Insulin,Metabolic/Endocrinology,Type 1 Diabetes Mellitus,NCT07224321
MNKD,MannKind Corporation,Technosphere Insulin,PHASE2,Investigational,1,2026-11-30,Insulin,Metabolic/Endocrinology,Type 1 Diabetes Mellitus,NCT07224321
MPLT,"MapLight Therapeutics, Inc.",ML-004 (IR)/(ER),PHASE2,Investigational,1,2026-10-31,Unknown,"Neurology/CNS, Neurology/CNS",Autism Spectrum Disorder,NCT05081245
MSLE,Satellos Bioscience Inc.,SAT-3247,PHASE2,Investigational,1,2027-03-31,Unknown,"Musculoskeletal, Neurology/CNS",Duchenne Muscular Dystrophy; Duchenne; DMD; Neuromuscular Diseases; Muscular Dystrophies,NCT07287189
NAMS,NewAmsterdam Pharma Company N.V.,obicetrapib-10 mg + obicetrapib/evolocumab-140 mg Q-2 weeks,PHASE2,Investigational,1,Passed,CETP inhibitor,"Metabolic/Endocrinology, Cardiovascular",Dyslipidemias,NCT06496243
NBIX,"Neurocrine Biosciences, Inc.",NBI-1065890,PHASE2,Investigational,1,2027-02-28,Dopamine D2 receptor antagonist,"Neurology/CNS, Neurology/CNS",Tardive Dyskinesia,NCT07365462
NBIX,"Neurocrine Biosciences, Inc.",NBI-1117570,PHASE2,Investigational,1,2027-08-31,Dopamine D2/D3 partial agonist,"Neurology/CNS, Neurology/CNS",Schizophrenia,NCT07288333
NBIX,"Neurocrine Biosciences, Inc.",NBI-921352,PHASE2,Investigational,1,2026-03-31,Nav1.6 inhibitor,Neurology/CNS,SCN8A Developmental and Epileptic Encephalopathy Syndrome,NCT05226780
NGEN,NervGen Pharma Corp.,NVG-291,PHASE2,Investigational,1,2026-03-31,NGF receptor agonist,Neurology/CNS,Spinal Cord Injuries; Chronic Spinal Cord Injury; Subacute Spinal Cord Injury,NCT05965700
NPPNY,"Nippon Shinyaku Co., Ltd.",NS-050/NCNP-03,PHASE2,Investigational,1,2027-05-31,Unknown,"Musculoskeletal, Rare Disease",Duchenne Muscular Dystrophy,NCT06053814
NPPNY,"Nippon Shinyaku Co., Ltd.",NS-229,PHASE2,Investigational,1,2026-06-30,IL-5 inhibitor,"Immunology, Respiratory",Eosinophilic Granulomatosis With Polyangiitis; Churg-Strauss Syndrome,NCT06046222
NVO,Novo Nordisk A/S,CagriSema,PHASE2,Investigational,1,2027-08-25,GLP-1/GIP receptor agonist,Metabolic/Endocrinology,Diabetes Mellitus; Type 2,NCT07357740
NVO,Novo Nordisk A/S,Dasatinib-100 Mg,PHASE2,Investigational,1,2026-04-30,BCR-ABL tyrosine kinase inhibitor,Musculoskeletal,Osteopenia; Osteoporosis; Age-related Bone Loss,NCT06018467
